lyric,topic
我不记得你对我说,过去
我总是悄然对你说,过去
你不记得我对你说,过去
偶尔有一点长不大,过去
也希望有个家,过去
她会和我说说话,过去
我也偶尔回回她,过去
没有忘记的是她所有联系方式,过去
唯一学不会的是用什么方式联系,过去
就在字里行间她站在我的旁边,过去
还记得说要离别的那一次是艳阳天,过去
阳光确实很好 但那刻我很苍老,过去
我说再逛逛马路吧她说已时候不早,过去
没有别的任何好联系,过去
我对我自己好嫌弃,过去
说声拜拜她立马就要走开,过去
我想她会回来可能就像再口嗨,过去
可惜爱情它就像是网球拍,过去
来回击打最怕的确实是到界外,过去
如果你对我说我们还有如果,过去
如今的我相信也不会有那么的落魄,过去
我们话不投机但也始终如一,过去
爱情呼叫转移我怎能屏住呼吸,过去
以为是数学题确实只12+1,过去
oh ~ye we are 撒哟娜拉,过去
oh~我哭的稀里哗啦,过去
oh~雨下落的滴滴答答,过去
傻傻的男孩子总会难忘的事,过去
感情顺利的时候难免总会小人得志,过去
你总是悄然对我说,过去
我不记得你对我说,过去
我总是悄然对你说,过去
你不记得我对你说,过去
我对你说了那么多,过去
你都听不懂的,过去
看不到的,过去
摸不清的,过去
你到底想要做什么,过去
给我闭嘴请你先静下来认真听我说,过去
其实我想要的从来都不算太多,过去
讨人厌的固执,过去
讨人厌的幼稚,过去
讨人厌的,过去
还有我们之间过不去的故事,过去
每次争吵,过去
你总选择蒙上耳朵,过去
即便心知肚明,过去
口是心非戳痛的心窝,过去
那些放不下的,过去
忘不掉的,过去
剩下的,过去
错过的,过去
刻画着你承诺却从来没做到的,过去
你说希望有天能够再现,过去
Deep down却是两个截然不同的观念,过去
你特别讨厌炎热的夏天,过去
而我却成长在狮城的花园,过去
回不去的从前这夜晚辗转难眠,过去
拨不通的号码永远都只会是占线,过去
算我求求你,过去
想要放过自己,过去
缘分不够到位加上双方性格的差距,过去
继续下去也不过是如此而已,过去
愿彼此能够遇见 白头偕老的伴侣,过去
从此伤心难过不会再对你说,过去
潇洒快活都随我决定该怎么过,过去
愿你一切安好,过去
不要想再来打扰,过去
无谓 的挣扎强颜欢笑徒增烦恼,过去
你总是悄然对我说,过去
你不记得你对我说,过去
悲伤的一切只要你愿意会慢慢醒来,过去
听一首歌有独特的你最喜欢的节拍,过去
roll一根你最爱tobacco把这话题打开,过去
想跟你遨游到芝加哥看着日夜黑白,过去
想为你浇灌朵盆栽让它慢慢的长大,过去
时间能证明我很爱你没有说谎话,过去
我没有气到百分之八十八不和你吵架,过去
我有一张一百块我们可以叫外卖,过去
我有部车你做副驾叫我不要开太快,过去
我有段爱但是你始终都好像不明白,爱情
一切的一切的都是我自己在自作多情,爱情
明明很爱你但是却发现你不敢靠近,爱情
把你比作地球那么我就是那颗火星,爱情
在彼此撞击再毁灭那一刻结束生命,爱情
情歌一首 不在乎管它究竟有多甜,爱情
情歌一首 为你拿起吉他再为你拨弦,爱情
情歌一首 和你命运相遇再与你串联,爱情
明明是一场命运注定我们不会分开,爱情
一定是上一辈子我穷尽一生去等待,爱情
你对我就像烛光一样让我飞蛾扑火,爱情
简单的一首情歌面容清澈没有如果,爱情
没有如果有时寂静其实根本没话说,爱情
把你变成阿维农的少女我就是毕加索,爱情
用尽一百八十八方法去除内心的无名火,爱情
做人讲究这些方式和方法送你一颗毒苹果,爱情
我有一张50块就敢为你花一百,爱情
我栋楼其实面积不大刚刚到一百,爱情
里面有我还有你未来还会小孩,爱情
无论你苍老还是年轻你都是我的小孩,爱情
情歌一首 不在乎管它究竟有多甜,爱情
情歌一首 为你拿起吉他再为你拨弦,爱情
情歌一首 把你推入深渊再和你缠绵,爱情
情歌一首 和你相遇命运再与你串联,爱情
情歌一首 不在乎管它究竟有多甜,爱情
情歌一首 为你拿起吉他再为你拨弦,爱情
情歌一首 把你推入深渊再和你缠绵,爱情
情歌一首 和你相遇命运再与你串联,爱情
我们的相配的程度就像冰糖配雪梨,爱情
和高楼大厦冷漠走过的钢筋和水泥,爱情
我和你亲吻过抚摸着当心着你的嘴皮,爱情
答应过你承诺的不让你伤心萎靡,爱情
悲伤的一切只要你愿意会慢慢醒来,爱情
听一首歌有独特的你最喜欢的节拍,爱情
roll一根你最爱tobacco把这话题打开,爱情
想跟你遨游到芝加哥看着日夜黑白,爱情
悲伤的一切只要你愿意会慢慢醒来,爱情
听一首歌有独特的你最喜欢的节拍,爱情
roll一根你最爱tobacco把这话题打开,爱情
想跟你遨游到芝加哥看着日夜黑白,爱情
喜欢干净那是代名词,爱情
她有着骄傲不会表露在平时,爱情
哪怕是感性也会显得很冷静,爱情
外表是波澜不惊内心变得不肯定,爱情
你可能会说我把她讲的像是画里,爱情
没错我是个屌的RAPPER 也是支画笔,爱情
怕文笔不够还没成大器,爱情
让我写下一个人 像陆垚知马俐,爱情
我和白其实是认识在,爱情
在一个精神匮乏物质旺盛的年代,爱情
在这个年代用字迹沟通很老派,爱情
人与人的距离太过遥远缺少爱,爱情
我和她相约见在我常去的咖啡店,爱情
好相似看似随意我们只是聊聊天,爱情
从大到小故事也曾聊过好几遍,爱情
唯独她的那件让我听了哑无言,爱情
白的眼眶红了她流过眼泪,爱情
回忆起当年她有一种深深的惭愧,爱情
在背景离乡瞒着爸妈背着包就出发,爱情
她独自一个人踏上了末班车去拉萨,过去
在97年的艺考 她名单被洗刷,过去
独自一人在旅店哭了一晚没晚回家,过去
她决定拍些照片 再留下她的故事,过去
她没告诉他爸妈 这是最后一次固执,过去
在旅程的时候尽管囊中羞涩,过去
白还是收获了她没有拥有快乐,过去
拍过最美的照片是悬崖的花,过去
住过最温暖的地方是个奶奶的家,过去
她的脚步不再因为有阻碍停下,过去
走在这路程的每一步是都风景如画,过去
然而归途的那天那是二十七日,过去
她却没有见到他的爸妈最后一次,过去
她的故事除了自己没人能拥有,过去
渐渐地喜欢上了听着音乐配红酒,过去
很多年以后她成为了设计师,过去
选择用黑白色调搭配生活的样子,过去
我也是她的爱好者之一 但我不想剖析,过去
相信每一个独特的人都会有泪滴,过去
白会怎样 希望你安好 祝福你 祝福你,过去
白她是否是张千纸鹤,过去
她曾经去过远方也曾当过背包客,过去
希望是白能愿她像只和平鸽,过去
让她去飞跃大海用眼看五颜六色,过去
这就是白经典颜色黑白格,过去
不用去记住那些时间就在这一刻,过去
在这一刻就像回到你的1997,过去
那时候你是否也叫做白 也在那moment,过去
正当我睁开双眼 踏入这个世界,过去
妈妈给我生命 现在让我自生自灭,过去
这让我恐惧 在我的眼里每个人都戴着面具,过去
回想过去 难道生命就是这样延续？,过去
我想这大概就是human nature,过去
佛家说 烦恼即是菩提 我暂且不提,过去
我倒是希望能够回到母体,过去
每当我放学回家 放下那沈重的背包,过去
家里空无一人 只残留着你香水的味道,过去
那时我知道 你那天晚上又要加班,过去
我打开冰箱 拿出微波炉吃冰的晚餐,过去
老爸在凌晨两点钟醉醺醺地回家,过去
我从睡梦中醒来 只听到你们在吵架,过去
我没有办法专心面对第二天的考试,过去
老师他不喜欢我 我也不喜欢老师,过去
我讨厌穿制服 讨厌学校的制度,过去
我讨厌训导主任的嘴脸 讨厌被束缚,过去
主宰是我自己 随便人家如何想 我还是我,过去
金钱力量虽大 却生不带来死不带走,过去
紧握着双拳的人们何时能松开手？,过去
法庭严肃的空气逼得我快不能呼吸,过去
当时面临着终生监禁的我开始反省,过去
铁栏杆之後又是个截然不同的景象,过去
刑犯们眼神中看不到一点和平的气象,过去
仅有一寸短的铅笔 写的是监狱风云,过去
日记上描绘的不是美好的户外风景,过去
自由在他们眼里才是憧憬,过去
放一把自制武器在枕头旁 以防随时有人偷袭,过去
有些人把家人寄来的信件一张一张好好收集,过去
有些人精神失常 因为受不了打击,过去
三个月如火如荼的漫长等待已过去,过去
出狱後的我得面对三年的缓刑期,过去
这也好 一生中第一次感觉到幸福,过去
但生命中的考验何止如此我不清楚,过去
我不知道 接下来还有什麽会发生,过去
翻开报纸的新闻又是看到放火杀人,过去
还记得某年无意间发现的照片,过去
这简直摧毁了她在我心目中的形象,过去
我抵抗 胸口存在着不安及惶恐,过去
我不断听到痛苦的声音在内心怒吼,过去
不论我走到天南,过去
不论我走到地北,过去
外表好像要帮你 却只是想帮他自己,过去
笑容可掬的脸後面 谁知道是个狼心狗肺,过去
她说她爱你的时候讲的是问心无愧,过去
搞不好她爱的是你身後的荣华富贵,过去
你可曾困惑 在你身旁谁是敌是友,过去
对你落井下石的可能就是你的挚友,过去
你可曾经历 当你最需要帮助的时候,过去
平常跟你称兄道弟的人都突然失踪,过去
亲爱的神 伟大的神,过去
你可以怪我想法太过无知 但我只是人,过去
我不信人 因为人也不信我,过去
不要问我为什麽 我最多只能告诉你这就是我,过去
生命像海浪一样有时高有时低,过去
你是否告诉自己坚强渡过各种时期,过去
我从命运的天台放眼却看不到星空,过去
漆黑的天空压在头顶使我不得轻松,过去
在我心中 找不到一个安静的角落,过去
我不能再沉睡下去 良心彷佛在笑我,过去
老爸他只顾己见 希望之火只见熄灭,过去
我接起电话是老爸憔悴的声音,过去
虽没见面却不难想像他当时的神情,过去
刚听完他最近失业的消息,过去
脑海里马上浮现祖母的话 警告我一定要争气,过去
我已经放弃所有哭的理由,过去
因为我早就习惯冷漠活在无情的现实里头,过去
人生要如何起头？,过去
改变要如何起手？,过去
当活在泥沼中 要如何才能金盆洗手？,过去
别告诉我应该怎么做,过去
说破了嘴 还不是没达到效果,过去
人生本来就该自己走,过去
让我去过我自己决定的生活,过去
该说的都已说过 再说就变成罗嗦,过去
不要再问我想做什么,过去
顺其自然让我自己摸索还管它什么对与错,过去
就让你的孩子拥有幸运的空间,过去
让他飞~~去飞~,过去
让他去追~去追~,过去
何不给一个孩子一双有力的翅膀,过去
让他飞~~让他飞~~,过去
成长也许有鼓励和责备,过去
停止无谓的自罪~~~让他背,过去
别告诉我应该怎么做,过去
说破了嘴 还不是没达到效果,过去
人生本来就该自己走,过去
让我去过我自己决定的生活,过去
该说的都已说过 再说就变成罗嗦,过去
不要再问我想做什么,过去
顺其自然让我自己摸索还管它什么对与错,努力
就让你的孩子拥有幸运的空间,努力
让他飞~~去飞~,努力
让他去追~去追~,努力
何不给一个孩子一双有力的翅膀,努力
让他飞~~让他飞~~,努力
成长也许有鼓励和责备,努力
停止无谓的自罪让他背,努力
让他去追~去追~,努力
就让你的孩子拥有幸运的空间,努力
让他飞~~去飞~,努力
刚开始喜欢hiphop的时候 感觉不错,努力
开始慢慢地学习rap,努力
那个时候太爽 没有压力,努力
只有一腔怒气 对未来 也不会在意,努力
爱这个音乐 因为家里也挺穷,努力
找到共鸣 就像我在和自己沟通,努力
语文学得不好 脏话倒说不少,努力
才是真实的味道,努力
晚上我不睡觉 是在找韵脚,努力
hey 然后开始被其他人注意,努力
有人说当MC 在这里没有希望,努力
不论我走到天南 不论我走到地北,努力
有人说 hiphop 就要keep it real,努力
跟着我叫JR 干嘛名字都要学我,努力
因为你的师父叫做JR Fog,努力
半桶水的你还不如回家去读私塾,努力
做人要会知足 海鲜要吃熟,努力
不然食物中毒 上脑 就像你师叔fredii,努力
跑到 San Francisco pay creadit,努力
或者过来深圳一起stuck in the traffic,努力
虽然hiphop来自美国,努力
若你会说,努力
拿起麦克风唱中文 怎么会猥琐,努力
不论我走到天南 不论我走到地北,爱情
笑容可掬的脸后面 谁知道是个狼心狗肺,爱情
我们环游这个世界 C'est la vie,爱情
五月的巴黎 Les Champs-Elysées,爱情
渡过海峡英吉利,爱情
到伦敦大本钟下相遇,爱情
随著风 你我飘进了地中海的梦,爱情
拾起北美的maple leaf,爱情
将旅行继续,爱情
爱情不该被驾驭,爱情
